,H,diameter,albedo,rot_per,diameter_sigma,epoch,e,a,q,i,om,w,ma,ad,n,tp,per,moid,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,rms,neo_flag,pha_flag,class_var
66,8.28,56.309,0.228,15.853,0.396,2458600.5,0.1854269304890701,2.42134054173754,1.972358797414406,6.030228984476911,202.4413117464359,107.0212682463292,278.5327582975959,2.870322286060674,0.2615894732473443,2458911.9316516295,1376.20216720114,0.967588,2.41895,3.482,3.8594e-08,6.2942e-09,9.4188e-08,4.1321e-06,3.9631e-05,4.1022e-05,1.1263e-05,7.4614e-09,1.02e-09,4.3432e-05,5.3661e-06,0.48027,0,0,S
68,7.05,138.13,0.1402,5.655,4.7,2458600.5,0.1703273509747253,2.976722498200396,2.469705240495056,8.591269229548011,184.9969764280627,289.1865979736326,301.0760304021046,3.483739755905736,0.1919095331993451,2458907.5403466444,1875.883881318453,1.50235,1.70736,3.222,3.296e-08,8.6395e-09,9.7002e-08,3.8737e-06,2.4408e-05,2.7245e-05,1.3168e-05,1.0111e-08,8.3548e-10,6.9262e-05,8.1667e-06,0.43059,0,0,X
69,8.11,127.911,0.038,15.8052,0.745,2458600.5,0.1804261701916263,2.615909302184084,2.14393080522236,11.59491859276453,47.69627983147561,255.3893584263906,70.44626782526629,3.087887799145808,0.2329539348537339,2458298.095716211,1545.369904251822,1.1631,2.21992,3.355,4.2367e-08,8.8085e-09,1.1099e-07,3.4823e-06,2.4853e-05,2.7469e-05,1.4292e-05,1.0398e-08,1.1766e-09,6.1059e-05,7.8056e-06,0.46967,0,0,C
70,7.3,83.42,0.3052,35.864,1.7,2458600.5,0.1733221138939826,2.756529551371861,2.278762022516859,23.26241941228372,316.0043135683546,266.9750685173598,264.0528521252999,3.234297080226864,0.2153575465315161,2459046.0248929975,1671.638657655846,1.40954,2.19809,3.205,4.1343e-08,9.503e-09,1.1466e-07,4.1922e-06,1.1898e-05,1.8015e-05,1.6759e-05,1.115e-08,1.1137e-09,7.8632e-05,8.6444e-06,0.47752,0,0,X
73,8.66,118.71,0.0431,17.268,2.8,2458600.5,0.2364369185867011,2.783093833774838,2.125067703579467,4.070962144587318,197.1968548070643,174.3052033165054,274.9099426559129,3.441119963970209,0.2122815745527927,2459001.335812168,1695.860796013037,1.12443,2.02257,3.287,3.0425e-08,8.1682e-09,8.3126e-08,3.3753e-06,5.4556e-05,5.5122e-05,9.5314e-06,1.0099e-08,9.3455e-10,4.5827e-05,7.4659e-06,0.51584,0,0,C
74,8.96,62.377,0.117,5.357,1.603,2458600.5,0.3036918818556166,2.674602631744234,1.862347525293843,4.991337865721516,359.3525318312841,339.2768405757955,321.8867143976831,3.486857738194626,0.2253280054724789,2458769.645799353,1597.670911989543,0.853735,1.91657,3.306,4.1353e-08,6.2049e-09,1.1002e-07,4.6343e-06,3.876e-05,3.9184e-05,8.3495e-06,8.0893e-09,7.8412e-10,3.7498e-05,5.5597e-06,0.49077,0,0,X
75,7.9,145.423,0.058,9.973,1.287,2458600.5,0.1658287576921626,3.412680488162487,2.846759922410219,2.121738020129728,204.3038432837117,252.4038219767085,284.1182767302068,3.978601053914756,0.1563365881472981,2459085.8740520314,2302.723912976871,1.86461,1.21882,3.121,3.439e-08,1.3137e-08,1.1769e-07,3.5655e-06,0.00011062,0.00011123,1.3624e-05,1.5315e-08,9.0269e-10,8.9027e-05,1.3296e-05,0.49974,0,0,X
76,8.52,61.39,0.177,9.012,0.177,2458600.5,0.1322980751393197,2.668110949655424,2.315125006757869,2.422959513440764,1.149415658467741,61.83022257047455,283.372836075984,3.021096892552979,0.2261508613374574,2458939.3320675446,1591.85774429935,1.32908,2.27911,3.369,3.7813e-08,6.6106e-09,1.0104e-07,3.5821e-06,9.2654e-05,9.3537e-05,1.3852e-05,7.4852e-09,8.4048e-10,6.1826e-05,5.9161e-06,0.49388,0,0,X
77,8.09,120.6,0.0706,7.2991,2.7,2458600.5,0.2073652142710718,2.619441850585298,2.076260729968065,8.700971353626947,333.400916271081,152.772506292081,318.2551686858652,3.162622971202531,0.2324828553704413,2458780.0609024484,1548.501283788738,1.0957,1.90908,3.359,3.8698e-08,6.0655e-09,1.0215e-07,5.12e-06,2.8177e-05,3.076e-05,1.2344e-05,7.3233e-09,8.0749e-10,5.3282e-05,5.3785e-06,0.47266,0,0,C
78,7.96,63.479,0.287,5.978,0.952,2458600.5,0.1899614100953479,2.446712337248907,1.98193141156742,4.613126449422996,206.5830794593737,201.1851857130761,228.7198462609906,2.911493262930394,0.2575311137856031,2459110.2642448293,1397.889345128616,0.99198,2.47539,3.469,3.495e-08,4.7521e-09,8.5151e-08,4.2574e-06,5.4287e-05,5.5617e-05,1.3358e-05,5.6548e-09,7.5028e-10,5.2436e-05,4.0726e-06,0.47936,0,0,S
79,7.98,68.563,0.206,14.03,1.033,2458600.5,0.2000324822260683,2.295864534899684,1.836617053128903,8.675454738530739,218.6962101075076,139.653665369504,97.2638822642738,2.755112016670465,0.2833248612887652,2458257.2054446903,1270.626228713079,0.842872,2.73526,3.553,2.7015e-08,4.4294e-09,6.1996e-08,4.1358e-06,2.1345e-05,2.4512e-05,1.2117e-05,5.3154e-09,8.1993e-10,4.2345e-05,3.6771e-06,0.5372,0,0,S
80,8.48,117.727,0.045,10.943,0.734,2458600.5,0.2106973976026983,2.853597190365334,2.252351688548986,7.802981999975068,0.9596428582949352,51.67737942849869,347.1899456155692,3.454842692181681,0.2044631610494878,2458663.15213899,1760.708374810201,1.27209,2.00521,3.258,3.902e-08,9.5575e-09,1.1092e-07,4.6738e-06,2.3235e-05,2.5e-05,1.0406e-05,1.1571e-08,1.0272e-09,5.1101e-05,8.8457e-06,0.44869,0,0,C
81,8.4,57.621,0.167,12.999,0.714,2458600.5,0.2200857350905942,2.762901332552142,2.154826161794621,2.826411649338186,25.44857722639226,111.2202342607703,175.6559613982023,3.370976503309662,0.2146129924123293,2457782.0222395263,1677.438052344674,1.17092,1.67306,3.303,3.5817e-08,5.4113e-09,9.8066e-08,3.064e-06,8.5562e-05,8.5847e-05,8.0914e-06,6.6022e-09,6.3049e-10,3.6662e-05,4.928e-06,0.51418,0,0,S
82,8.66,110.503,0.05,10.16,0.829,2458600.5,0.08152139734674778,2.432320402047791,2.234034244077852,4.963962122516736,27.73795741371501,168.5024923344271,229.7362746208487,2.63060656001773,0.2598201923421826,2459101.8610536,1385.573602862555,1.23261,2.32553,3.497,3.5635e-08,6.3105e-09,8.8231e-08,4.0159e-06,5.1743e-05,5.9671e-05,3.0767e-05,6.8249e-09,1.0111e-09,0.00011878,5.3922e-06,0.49285,0,0,X
83,9.32,79.16,0.0527,23.562,1.6,2458600.5,0.2358436814565357,2.362489790921569,1.805311501227145,9.315346592681184,327.5144095625691,15.15479623832948,107.3105582716224,2.919668080615993,0.2714245729575236,2458205.1394874924,1326.335327996769,0.797648,2.48671,3.495,4.5356e-08,3.5762e-09,1.0711e-07,5.2029e-06,2.5467e-05,2.6952e-05,1.0888e-05,4.4196e-09,6.1629e-10,3.9752e-05,3.0116e-06,0.47341,0,0,C
84,7.61,154.79,0.0666,6.875,3.8,2458600.5,0.1945457654013658,2.65176538369909,2.135875657462504,11.96206345672214,203.1135452802829,123.0324710184819,220.6808457848026,3.167655109935676,0.2282450819112215,2459210.892798165,1577.251947711303,1.1514,2.33436,3.332,3.0843e-08,5.3631e-09,8.2117e-08,3.272e-06,1.7038e-05,1.8882e-05,9.2652e-06,6.4065e-09,6.9243e-10,4.1263e-05,4.7849e-06,0.49457,0,0,B
86,6.94,253.051,0.046,5.184,2.953,2458600.5,0.09306323489017362,3.482566206694637,3.158467329780433,10.87710555917944,73.04534153005218,263.557973341693,92.81710620780105,3.806665083608841,0.1516543952807906,2457988.4695604206,2373.818439837857,2.17369,1.57082,3.094,3.1451e-08,1.4853e-08,1.1226e-07,3.8771e-06,1.9514e-05,3.0156e-05,2.4204e-05,1.6235e-08,9.7018e-10,0.00015877,1.5186e-05,0.40564,0,0,X
88,6.6,145.483,0.189,11.387,1.265,2458600.5,0.1847480131860099,2.550012160047372,2.078902479878454,16.12960266446981,311.5493819483958,45.38136586810207,137.4519117192004,3.021121840216289,0.2420419798783683,2458032.615404988,1487.345295146356,1.10012,2.46347,3.362,4.708e-08,5.6259e-09,1.2173e-07,3.8034e-06,1.8569e-05,2.1501e-05,1.0888e-05,6.6653e-09,8.01e-10,4.4927e-05,4.9221e-06,0.56905,0,0,K
89,8.27,115.974,0.058,16.509,1.107,2458600.5,0.1660765115500163,3.149874890332235,2.626754656726867,2.206907183035621,69.97004210959162,244.8751712398587,145.1731192760414,3.672995123937602,0.1763047922423748,2457777.0787110515,2041.918404039128,1.61312,1.618,3.185,3.3776e-08,1.0724e-08,1.0877e-07,4.0385e-06,0.00010215,0.00010284,1.1737e-05,1.2505e-08,9.0034e-10,6.6914e-05,1.0428e-05,0.43164,0,0,C
90,8.84,103.402,0.048,6.025,0.483,2458600.5,0.1056781206900439,2.592223970434513,2.31828261283131,2.103166373674733,10.58636868805762,73.45951077089425,167.5573413236021,2.866165328037717,0.2361539915340771,2457890.974235751,1524.429028962874,1.33535,2.31503,3.41,3.8418e-08,6.3529e-09,9.9369e-08,3.2582e-06,0.00011159,0.00011303,1.7533e-05,7.0242e-09,8.6813e-10,7.3426e-05,5.604e-06,0.51513,0,0,C
91,6.61,126.42,0.2509,15.941,3.4,2458600.5,0.1045333125131938,3.185736394417524,2.852720816315222,9.93199978652398,101.5789012022375,239.132715597469,179.6851634433805,3.518751972519826,0.1733362187466528,2457563.8720826344,2076.888503759124,1.85836,1.8501,3.166,4.2207e-08,1.1638e-08,1.3653e-07,4.855e-06,2.8014e-05,3.6297e-05,2.4085e-05,1.2855e-08,9.4984e-10,0.00013761,1.1381e-05,0.50059,0,0,X
92,7.9,154.155,0.056,5.982,1.298,2458600.5,0.1390818503408454,2.756118500892535,2.372792440029764,8.556919875685537,4.049800522370844,274.8112139909227,117.1348311034068,3.139444561755306,0.2154057263121832,2458056.713012027,1671.26476237804,1.3753,2.06494,3.313,3.6055e-08,8.4846e-09,1.0135e-07,4.1477e-06,2.4219e-05,2.8726e-05,1.5303e-05,9.6646e-09,9.9468e-10,7.0257e-05,7.7174e-06,0.49515,0,0,C
93,7.57,204.89,0.0395,7.22,3.6,2458600.5,0.09394477998265134,3.156538539911055,2.859998221272352,7.970755529317809,2.574732956189706,60.46841342149876,308.8636279589481,3.453078858549759,0.175746801383977,2458891.4661606266,2048.401434137404,1.88276,1.8752,3.184,3.0376e-08,1.3928e-08,9.9961e-08,3.6309e-06,2.719e-05,3.5376e-05,2.3547e-05,1.5236e-08,1.1632e-09,0.0001348,1.3557e-05,0.43497,0,0,C
94,8.0,147.969,0.058,8.705,5.148,2458600.5,0.1525872289899646,3.065326793516076,2.597597072144764,12.99536696934405,243.0265841559385,153.9282839149762,74.07274699427786,3.533056514887387,0.1836491412537302,2458197.1616206937,1960.259642611794,1.61219,1.89126,3.176,4.1627e-08,1.0869e-08,1.2988e-07,4.6417e-06,2.1677e-05,2.6826e-05,1.6349e-05,1.2528e-08,9.7679e-10,8.834e-05,1.0426e-05,0.47992,0,0,C
95,7.67,177.774,0.048,13.868,1.543,2458600.5,0.1405965734268642,3.050889455781608,2.621944852394563,15.97316653099905,321.4970567055065,208.7460983344852,104.1265656489967,3.479834059168653,0.1849542715964476,2458037.514540133,1946.42706487734,1.64137,1.58329,3.163,4.1604e-08,1.5743e-08,1.3316e-07,5.3081e-06,1.1745e-05,2.0381e-05,1.7818e-05,1.7957e-08,1.4316e-09,9.5771e-05,1.5066e-05,0.45086,0,0,T
97,8.84,132.788,0.029,16.479,1.132,2458600.5,0.1867543695364545,2.687760362602735,2.185809370619789,15.5715187086934,353.9207094055536,158.7254547673639,125.6190517003099,3.189711354585681,0.2236754174123987,2458038.886868108,1609.475033799779,1.20184,1.81081,3.296,3.116e-08,8.7868e-09,8.2442e-08,3.1919e-06,1.6147e-05,2.0574e-05,1.3048e-05,1.0428e-08,1.0969e-09,5.7316e-05,7.8925e-06,0.46386,0,0,C
98,9.43,67.354,0.065,18.127,0.416,2458600.5,0.1950032371082054,2.665704209269417,2.145883259288912,13.84727328113644,41.52310357895091,195.608774283958,244.4234038048373,3.185525159249922,0.2264572021030578,2459110.8683836143,1589.70435321447,1.13799,1.82596,3.315,4.7548e-08,1.0357e-08,1.2557e-07,5.6383e-06,1.6543e-05,1.9509e-05,1.0938e-05,1.2377e-08,1.3198e-09,4.9211e-05,9.2647e-06,0.41767,0,0,X
99,7.67,85.734,0.205,27.066,1.961,2458600.5,0.169204159925186,3.087283251981108,2.564902082878548,6.43172428348024,127.1914077492695,184.5787620505965,246.4283279699524,3.609664421083668,0.1816934864326786,2459225.5728865406,1981.35886469099,1.54987,1.67148,3.194,4.3281e-08,1.3915e-08,1.3367e-07,4.9569e-06,4.043e-05,4.2998e-05,1.7477e-05,1.627e-08,1.2284e-09,9.8098e-05,1.3396e-05,0.48291,0,0,S
100,8.33,65.84,0.1898,23.08,1.3,2458600.5,0.1402330657737817,2.583800892115993,2.221466571665535,10.19447139778723,343.3897206642809,348.3528774875904,113.2828414337311,2.946135212566451,0.237309709737407,2458123.137141316,1517.004931649678,1.21145,2.42025,3.387,4.9764e-08,9.1096e-09,1.2893e-07,5.5618e-06,2.6277e-05,3.1094e-05,1.8324e-05,1.0387e-08,1.255e-09,7.6419e-05,8.0226e-06,0.48632,0,0,S
101,9.26,82.595,0.051,23.613,0.4,2458600.5,0.2520325435171376,2.662343774157076,1.991346501039252,5.176794423370953,210.8577652537467,147.0569011471535,251.2289158378281,3.333341047274899,0.2268860919541431,2459079.9083375726,1586.699285528533,0.989341,2.13768,3.333,3.1434e-08,7.564e-09,8.0874e-08,3.1858e-06,3.856e-05,3.9396e-05,1.0534e-05,9.4704e-09,9.6692e-10,4.8002e-05,6.762e-06,0.48184,0,0,C
102,7.66,83.908,0.217,23.74,2.091,2458600.5,0.07919872960798688,2.701656652620127,2.487688877895647,5.418388062856363,136.0836012702614,188.4790101799258,355.1128454810056,2.915624427344607,0.2219518870867968,2458622.518981605,1621.973143482298,1.47464,2.33091,3.356,3.725e-08,8.9416e-09,1.0125e-07,4.2065e-06,4.2829e-05,5.068e-05,2.8589e-05,9.6497e-09,1.1019e-09,0.00012883,8.0523e-06,0.51846,0,0,S
103,8.27,136.553,0.052,8.984,1.554,2458600.5,0.1605721988886849,3.1450163273037,2.640014140087729,2.790041491733666,41.67434220737528,31.83567663227534,278.3308436029854,3.65001851451967,0.1767134953753413,2459062.655740984,2037.195853295507,1.6552,1.63612,3.187,4.1339e-08,1.2949e-08,1.322e-07,4.8423e-06,8.4689e-05,8.5732e-05,1.4395e-05,1.5028e-08,1.0913e-09,8.2754e-05,1.2581e-05,0.46601,0,0,C
104,8.57,112.326,0.016,37.15506,0.375,2458600.5,0.1773784977829009,2.37391736179462,1.952835466298743,21.44015532979767,188.2573470807966,57.03036934107784,166.450192845068,2.794999257290497,0.2694670567721545,2457982.798545733,1335.970356867759,1.01144,2.31303,3.429,3.0791e-08,4.8726e-09,7.3838e-08,4.3277e-06,1.1462e-05,1.6968e-05,1.3489e-05,5.7368e-09,8.2964e-10,4.9293e-05,4.1132e-06,0.46649,0,0,C
105,7.41,207.869,0.044,16.21,2.158,2458600.5,0.1621661467170733,3.186263517335471,2.669559440303989,4.592182062796511,62.15755893255977,330.1541902102794,224.9628093822994,3.702967594366953,0.1732932064311972,2459379.7411104776,2077.4039987709,1.67634,1.73167,3.172,4.5869e-08,1.3341e-08,1.4361e-07,4.7364e-06,6.1552e-05,6.313e-05,1.5603e-05,1.5505e-08,1.0884e-09,9.2717e-05,1.3047e-05,0.54349,0,0,C
106,7.08,254.0,0.059,4.844,12.0,2458600.5,0.06537690301202546,3.49153854695891,3.263272570011629,9.999894694504883,172.5968063975373,306.594357059097,326.496474068359,3.719804523906192,0.1510702028309925,2458822.2745478842,2382.998058212344,2.29158,1.35217,3.1,3.0008e-08,1.6783e-08,1.0627e-07,3.6308e-06,2.0272e-05,3.6424e-05,3.1371e-05,1.788e-08,1.0892e-09,0.00020798,1.7182e-05,0.45376,0,0,X
107,8.09,75.498,0.148,14.256,1.891,2458600.5,0.05547508677911836,3.23657626270065,3.057026913660096,4.220482020488001,349.986057724393,205.5650348438454,334.863329826345,3.416125611741202,0.169268173098175,2458749.0020468617,2126.802655282402,2.05678,1.55362,3.178,3.7503e-08,1.5944e-08,1.2384e-07,4.606e-06,4.3902e-05,5.6394e-05,3.5886e-05,1.6829e-08,1.2508e-09,0.00021174,1.5716e-05,0.50829,0,0,S
108,8.75,82.588,0.056,13.191,0.616,2458600.5,0.2988888896814607,2.696073712116125,1.890247233802362,7.842541793741566,2.800710529372669,57.45138224915502,251.9754529866156,3.501900190429888,0.2226416598376022,2459085.694671528,1616.948060226414,0.915348,1.94475,3.291,4.1003e-08,7.2907e-09,1.1064e-07,5.3592e-06,3.2147e-05,3.3121e-05,8.6386e-06,9.4699e-09,9.031e-10,3.9701e-05,6.5588e-06,0.48409,0,0,C
109,7.8,86.09,0.1808,10.927,2.0,2458600.5,0.08145157028133726,2.731441253515427,2.508961074285371,5.964950625647203,56.8655779966722,283.1161272690289,206.9634010488777,2.953921432745483,0.2183314390932604,2459301.4370688284,1648.869267271333,1.50807,2.34848,3.341,3.6277e-08,9.416e-09,9.7139e-08,4.103e-06,3.8883e-05,4.7449e-05,2.713e-05,1.0183e-08,1.129e-09,0.0001249,8.5262e-06,0.40275,0,0,X
110,8.02,126.344,0.062,22.072,0.233,2458600.5,0.1027068716698677,2.593214393619633,2.326873455681687,4.931572283525691,305.738535371532,166.397394558426,66.5919838022746,2.859555331557579,0.2360187134473118,2458318.352949753,1525.302781045645,1.34401,2.22826,3.406,3.627e-08,7.6493e-09,9.5363e-08,3.9221e-06,3.9484e-05,4.3045e-05,1.8015e-05,8.435e-09,1.0443e-09,7.5938e-05,6.7489e-06,0.51509,0,0,C
111,9.84,69.818,0.042,31.466,1.818,2458600.5,0.1277009767053169,2.433981119974433,2.123159353671397,2.59905283546305,323.4144200374996,17.30025934868955,68.94294769359294,2.74480288627747,0.2595543227114073,2458334.87950494,1386.992889347006,1.11377,2.6136,3.493,3.5056e-08,5.7144e-09,8.5458e-08,3.8595e-06,7.9691e-05,8.0878e-05,1.4006e-05,6.4441e-09,9.1406e-10,5.38e-05,4.8845e-06,0.47631,0,0,C
112,8.74,50.137,0.224,9.95,1.265,2458600.5,0.08692281347836554,2.375661941222032,2.169162721417538,5.042972338120909,123.4516280677797,78.70826060514008,136.0146050901299,2.582161161026527,0.2691702845177064,2458095.189373554,1337.443323823952,1.17311,2.38551,3.531,3.7435e-08,4.242e-09,8.8908e-08,4.3281e-06,4.8579e-05,5.5086e-05,2.6338e-05,4.6107e-09,7.2095e-10,9.7578e-05,3.5822e-06,0.5124,0,0,S
113,8.26,94.178,0.089,10.7431,0.954,2458600.5,0.1353612692085924,2.678568843090914,2.315994364827537,4.935771452911522,164.2032799095664,352.5416725494146,61.6064348686736,3.041143321354291,0.224827719144243,2458326.483810612,1601.226047082897,1.32601,1.94582,3.359,3.6635e-08,7.2066e-09,9.9643e-08,3.7307e-06,4.2314e-05,4.4264e-05,1.3426e-05,8.1821e-09,9.0733e-10,5.9424e-05,6.462e-06,0.51619,0,0,X
114,7.51,79.83,0.2747,7.241,1.4,2458600.5,0.1931026269357282,2.379582470909155,1.920078844766387,11.59296321316116,308.7956477874104,97.1419117839612,16.74345443716763,2.839086097051924,0.2685053430929248,2458538.142006508,1340.755442156734,0.969638,2.62842,3.487,3.2376e-08,3.7205e-09,7.6802e-08,3.9376e-06,1.8041e-05,2.129e-05,1.1411e-05,4.4389e-09,6.2971e-10,4.2432e-05,3.1444e-06,0.52278,0,0,S
115,7.82,71.7,0.256,12.028,5.8,2458600.5,0.1420601564184149,2.766288648869407,2.373309250712534,3.564399083180903,63.71030825593363,94.53183424677472,222.2256744854649,3.159268047026281,0.2142189231753991,2459243.647316177,1680.523805570798,1.38617,1.83169,3.322,4.2161e-08,9.8718e-09,1.176e-07,4.7174e-06,7.7057e-05,7.8899e-05,1.7334e-05,1.1274e-08,1.1467e-09,8.1802e-05,8.9957e-06,0.51062,0,0,S
116,7.95,208.974,0.027,9.127,1.208,2458600.5,0.02762770744449034,2.990315512431332,2.907699950287158,14.90248355958832,348.7754821444242,51.19680067696937,149.2698741003119,3.072931074575507,0.1906024826936067,2457817.35241456,1888.747695793132,1.92333,2.03997,3.205,4.0534e-08,1.0011e-08,1.1984e-07,4.6774e-06,1.7174e-05,9.7503e-05,9.435e-05,1.0288e-08,9.5719e-10,0.00049451,9.4851e-06,0.45413,0,0,X
117,9.14,40.211,0.245,7.8055,0.491,2458600.5,0.1645618857744325,2.43675488398629,2.035757905107448,7.74599804168396,47.68280481292852,33.40102544539896,310.1762546299293,2.837751862865133,0.2591112718773375,2458792.7870626547,1389.364489594351,1.05591,2.42947,3.473,4.6736e-08,6.3606e-09,1.1504e-07,5.469e-06,3.4945e-05,3.8074e-05,1.6129e-05,7.4073e-09,1.0145e-09,6.2456e-05,5.4399e-06,0.49611,0,0,S
118,8.42,57.3,0.2306,11.484,1.1,2458600.5,0.08045542213716395,2.581258247941621,2.373582025958442,5.786175486575127,203.6540355608048,171.3465535028594,351.0244550309268,2.788934469924801,0.237660435620229,2458638.26625649,1514.766221228612,1.37392,2.58511,3.413,3.5492e-08,5.809e-09,9.201e-08,3.9797e-06,3.9159e-05,4.6626e-05,2.6213e-05,6.2764e-09,8.0227e-10,0.00011034,5.1134e-06,0.52825,0,0,S
119,7.75,155.132,0.058,46.551,1.133,2458600.5,0.05222761525288295,3.119512836614981,2.956588120407824,6.961644089696851,341.1739817373838,233.6347059453867,234.317891989104,3.282437552822137,0.1788849929943395,2459303.0860912483,2012.466188325767,1.95778,1.72172,3.203,4.2706e-08,1.3962e-08,1.3044e-07,4.6935e-06,3.7668e-05,5.8422e-05,4.6528e-05,1.4692e-08,1.201e-09,0.00026138,1.3511e-05,0.50102,0,0,C
120,7.31,209.0,0.0482,5.55128,4.7,2458600.5,0.1318773244933376,3.451838974174399,2.996619685678452,7.597630098339494,73.12248229388852,297.9514802621288,218.8872446381401,3.907058262670346,0.153683867774307,2459518.7014833796,2342.470977686996,2.00636,1.60298,3.108,3.237e-08,1.3056e-08,1.1142e-07,3.2293e-06,2.4006e-05,2.7305e-05,1.4416e-05,1.4778e-08,8.7195e-10,9.6674e-05,1.329e-05,0.44022,0,0,C
121,7.87,70.676,0.297,10.685,0.912,2458600.5,0.03170015542955455,3.224719231262246,3.122495130414559,1.640271917753811,178.1293701747951,321.7146731134389,333.6578823883799,3.326943332109933,0.1702026087904985,2458755.269176564,2115.126216679335,2.13584,1.66226,3.187,4.2601e-08,1.7234e-08,1.3619e-07,4.9953e-06,0.00015701,0.00017467,7.8247e-05,1.778e-08,1.3644e-09,0.0004602,1.6956e-05,0.53685,0,0,L
122,8.9,45.209,0.261,9.873,1.883,2458600.5,0.1204898056526149,2.694897609682952,2.370189920438556,6.413864775913907,307.7305964721761,125.7764622754643,319.8628574226642,3.019605298927347,0.2227874230553611,2458780.6589247133,1615.890138962389,1.39196,2.22157,3.351,3.7989e-08,1.0273e-08,1.0318e-07,5.0554e-06,3.8069e-05,4.3923e-05,2.2579e-05,1.1511e-08,1.2739e-09,0.00010174,9.2399e-06,0.48761,0,0,S
123,8.11,88.648,0.128,9.906,1.651,2458600.5,0.07549287951018589,2.630776467172312,2.43217157631784,2.957089525612121,187.9835856198601,61.88224153611667,214.3173392157092,2.829381358026784,0.2309820074052177,2459231.20999521,1558.562954942385,1.41966,2.18097,3.394,3.7438e-08,7.6561e-09,9.7761e-08,4.6108e-06,7.1461e-05,7.7129e-05,2.9556e-05,8.234e-09,1.0083e-09,0.0001285,6.8036e-06,0.52687,0,0,S
124,9.04,48.418,0.182,3.968,0.533,2458600.5,0.07777618611759086,2.744361973256145,2.530915965650136,4.663376737192685,168.992263914793,109.7857612014469,164.3277693829014,2.957807980862154,0.2167913672831852,2457842.5004013893,1660.582727585031,1.51881,2.13436,3.339,3.8055e-08,1.0201e-08,1.0537e-07,4.7806e-06,5.0721e-05,5.9525e-05,3.073e-05,1.0994e-08,1.2087e-09,0.00014172,9.2585e-06,0.41004,0,0,X
127,7.49,162.515,0.067,77.81,1.296,2458600.5,0.127406583229862,2.749885202865926,2.399531724894422,6.245446984026577,76.24201539554802,303.742904777124,72.00113996865578,3.10023868083743,0.2161385470954838,2458267.3750626105,1665.598315699616,1.40859,2.36234,3.326,3.9789e-08,9.4152e-09,1.11e-07,4.36e-06,4.0016e-05,4.3322e-05,1.7307e-05,1.0615e-08,1.11e-09,7.9657e-05,8.5541e-06,0.49772,0,0,C
129,7.12,180.652,0.086,5.225,2.698,2458600.5,0.2087705784360943,3.125184928269668,2.472738263075045,22.77951980011756,145.0157609245442,237.4524818655299,305.9038814752416,3.77763159346429,0.1783982098577688,2458903.732406692,2017.957468782991,1.54137,1.90597,3.063,3.7189e-08,1.3071e-08,1.1521e-07,3.2423e-06,1.1238e-05,1.4867e-05,1.3414e-05,1.5799e-08,1.1192e-09,7.6526e-05,1.266e-05,0.41187,0,0,C
